0.001,1.263
0.002,1.251
0.003,1.254
0.004,1.253
0.005,1.237
0.006,1.159
0.007,1.125
0.008,1.078
0.009,1.051
0.01,1.015
0.011,1.029
0.012,0.989
0.013,0.863
0.014,0.791
0.015,0.76
0.016,0.724
0.017,0.682
0.018,0.641
0.019,0.666
0.02,0.567
0.021,0.508
0.022,0.448
0.023,2.255
0.024,0.268
0.025,0.242
0.026,0.219
0.027,0.138
0.028,0.018
0.029,0
0.03,0
0.031,0
0.032,0
0.033,0
0.034,0
0.035,0.023
0.036,0
0.037,0
0.038,0
0.039,0
0.04,0
0.041,0
0.042,0
0.043,0
0.044,0
0.045,0
0.046,0
0.047,0
0.048,0
0.049,0
0.05,0
0.051,0
0.052,0
0.053,0
0.054,0
0.055,0
0.056,0
0.057,0
0.058,0
0.059,0
0.06,0
0.061,1.828
0.062,0
0.063,0
0.064,0
0.065,0.022
0.066,0
0.067,0
0.068,0
0.069,0
0.07,0
0.071,0
0.072,0
0.073,0
0.074,0
0.075,0
0.076,0.265
0.077,0
0.078,0
0.079,0
0.08,0
0.081,0.024
0.082,0
0.083,0
0.084,0
0.085,0
0.086,0
0.087,0
0.088,0
0.089,0
0.09,0
0.091,0
0.092,0
0.093,0
0.094,0
0.095,0
0.096,0
0.097,0
0.098,0
0.099,1.189
0.1,0
0.101,0
0.102,0
0.103,0
0.104,0
0.105,0
0.106,0
0.107,0
0.108,0
0.109,0
0.11,0
0.111,0.022
0.112,0
0.113,0
0.114,0
0.115,0
0.116,0
0.117,0
0.118,0
0.119,0
0.12,0
0.121,0
0.122,0.809
0.123,0
0.124,0
0.125,0
0.126,0
0.127,0
0.128,0
0.129,0
0.13,0
0.131,0
0.132,0
0.133,0
0.134,0
0.135,0
0.136,0
0.137,0
0.138,0
0.139,0
0.14,0
0.141,0
0.142,0
0.143,0
0.144,0
0.145,1.262
0.146,0
0.147,0
0.148,0
0.149,0.006
0.15,0.165
0.151,0.164
0.152,0.175
0.153,0.311
0.154,0.353
0.155,0.338
0.156,0.39
0.157,0.43
0.158,0.401
0.159,0.441
0.16,0.455
0.161,0.464
0.162,0.486
0.163,0.542
0.164,0.596
0.165,0.571
0.166,0.576
0.167,0.598
0.168,1.924
0.169,0.703
0.17,0.785
0.171,0.87
0.172,0.918
0.173,0.909
0.174,0.924
0.175,0.944
0.176,0.98
0.177,1.007
0.178,1.044
0.179,1.099
0.18,1.152
0.181,1.14
0.182,1.167
0.183,1.188
0.184,1.239
0.185,1.285
0.186,1.339
0.187,1.398
0.188,1.372
0.189,1.405
0.19,1.447
0.191,2.477
0.192,1.492
0.193,1.531
0.194,1.572
0.195,1.611
0.196,1.624
0.197,1.642
0.198,1.661
0.199,1.685
0.2,1.721
0.201,1.758
0.202,1.814
0.203,1.816
0.204,1.839
0.205,1.882
0.206,1.92
0.207,1.966
0.208,1.991
0.209,2.036
0.21,2.094
0.211,2.09
0.212,2.123
0.213,2.153
0.214,3.219
0.215,2.223
0.216,2.265
0.217,2.322
0.218,2.399
0.219,2.375
0.22,2.392
0.221,2.411
0.222,2.432
0.223,2.451
0.224,2.472
0.225,2.519
0.226,2.549
0.227,2.535
0.228,2.565
0.229,2.603
0.23,2.622
0.231,2.639
0.232,2.671
0.233,2.709
0.234,2.713
0.235,2.755
0.236,2.767
0.237,2.772
0.238,2.796
0.239,2.825
0.24,2.851
0.241,2.856
0.242,2.866
0.243,2.891
0.244,2.908
0.245,2.925
0.246,2.939
0.247,2.97
0.248,2.994
0.249,2.987
0.25,2.994
0.251,3.016
0.252,3.028
0.253,3.032
0.254,3.042
0.255,3.061
0.256,3.08
0.257,3.065
0.258,3.081
0.259,3.09
0.26,3.097
0.261,3.103
0.262,3.114
0.263,3.13
0.264,3.125
0.265,3.13
0.266,3.138
0.267,3.144
0.268,3.157
0.269,3.157
0.27,3.165
0.271,3.178
0.272,3.171
0.273,3.173
0.274,3.178
0.275,3.183
0.276,3.186
